"destination_id","alias","canonical_name","provider_entity_id","source_url","status"
"jp-kakunodate","Kakunodate","角館","Q11630890","https://www.wikidata.org/w/index.php?title=Q11630890&oldid=2257032058","verified"
"jp-yamagata","Yamagata","山形市","Q205526","https://www.wikidata.org/w/index.php?title=Q205526&oldid=2536377116","verified"
"jp-zao","Zao","蔵王温泉","Q7159554","https://www.wikidata.org/w/index.php?title=Q7159554&oldid=2457784198","unresolved"
"jp-ginzan-onsen","Ginzan Onsen","銀山温泉","Q5563313","https://www.wikidata.org/w/index.php?title=Q5563313&oldid=2522431587","verified"
"jp-fukushima","Fukushima","福島市","Q161176","https://www.wikidata.org/w/index.php?title=Q161176&oldid=2530457108","verified"
"jp-fukushima","福島町","福島市","Q161176","https://www.wikidata.org/w/index.php?title=Q161176&oldid=2530457108","verified"
"jp-fukushima","福岛市","福島市","Q161176","https://www.wikidata.org/w/index.php?title=Q161176&oldid=2530457108","verified"
"jp-fukushima","Hukushima","福島市","Q161176","https://www.wikidata.org/w/index.php?title=Q161176&oldid=2530457108","verified"
"jp-aizuwakamatsu","Aizuwakamatsu","会津若松市","Q237699","https://www.wikidata.org/w/index.php?title=Q237699&oldid=2537511182","verified"
"jp-aizuwakamatsu","若松町","会津若松市","Q237699","https://www.wikidata.org/w/index.php?title=Q237699&oldid=2537511182","verified"
"jp-aizuwakamatsu","若松市","会津若松市","Q237699","https://www.wikidata.org/w/index.php?title=Q237699&oldid=2537511182","verified"
"jp-aizuwakamatsu","会津若松","会津若松市","Q237699","https://www.wikidata.org/w/index.php?title=Q237699&oldid=2537511182","verified"
"jp-aizuwakamatsu","Aizu-Wakamatsu","会津若松市","Q237699","https://www.wikidata.org/w/index.php?title=Q237699&oldid=2537511182","verified"
"jp-aizuwakamatsu","Wakamatsu","会津若松市","Q237699","https://www.wikidata.org/w/index.php?title=Q237699&oldid=2537511182","verified"
"jp-ouchi-juku","Ouchi-juku","大内宿","Q3594058","https://www.wikidata.org/w/index.php?title=Q3594058&oldid=2465567193","verified"
"jp-kawagoe","Kawagoe","川越市","Q319740","https://www.wikidata.org/w/index.php?title=Q319740&oldid=2535750230","verified"
"jp-kusatsu-onsen","Kusatsu Onsen","草津温泉","Q3137477","https://www.wikidata.org/w/index.php?title=Q3137477&oldid=2448132650","verified"
"jp-kusatsu-onsen","湯もみ","草津温泉","Q3137477","https://www.wikidata.org/w/index.php?title=Q3137477&oldid=2448132650","verified"
"jp-takasaki","Takasaki","高崎市","Q336438","https://www.wikidata.org/w/index.php?title=Q336438&oldid=2535749430","verified"
"jp-takasaki","高崎町","高崎市","Q336438","https://www.wikidata.org/w/index.php?title=Q336438&oldid=2535749430","verified"
"jp-takasaki","高崎","高崎市","Q336438","https://www.wikidata.org/w/index.php?title=Q336438&oldid=2535749430","verified"
"jp-takasaki","Takasaki-shi","高崎市","Q336438","https://www.wikidata.org/w/index.php?title=Q336438&oldid=2535749430","verified"
"jp-mito","Mito","水戸市","Q204249","https://www.wikidata.org/w/index.php?title=Q204249&oldid=2535935634","verified"
"jp-mito","水戶","水戸市","Q204249","https://www.wikidata.org/w/index.php?title=Q204249&oldid=2535935634","verified"
"jp-mito","水戸","水戸市","Q204249","https://www.wikidata.org/w/index.php?title=Q204249&oldid=2535935634","verified"
"jp-tsukuba","Tsukuba","つくば市","Q273863","https://www.wikidata.org/w/index.php?title=Q273863&oldid=2536594536","verified"
"jp-tsukuba","筑波","つくば市","Q273863","https://www.wikidata.org/w/index.php?title=Q273863&oldid=2536594536","verified"
"jp-narita","Narita","成田市","Q273798","https://www.wikidata.org/w/index.php?title=Q273798&oldid=2539189311","verified"
"jp-narita","成田","成田市","Q273798","https://www.wikidata.org/w/index.php?title=Q273798&oldid=2539189311","verified"
"jp-kisarazu","Kisarazu","木更津市","Q335427","https://www.wikidata.org/w/index.php?title=Q335427&oldid=2538731611","verified"
"jp-kisarazu","如月の津","木更津市","Q335427","https://www.wikidata.org/w/index.php?title=Q335427&oldid=2538731611","verified"
"jp-kisarazu","君不去","木更津市","Q335427","https://www.wikidata.org/w/index.php?title=Q335427&oldid=2538731611","verified"
"jp-kisarazu","木佐良津","木更津市","Q335427","https://www.wikidata.org/w/index.php?title=Q335427&oldid=2538731611","verified"
"jp-inuyama","Inuyama","犬山市","Q503411","https://www.wikidata.org/w/index.php?title=Q503411&oldid=2530494362","verified"
"jp-toyama","Toyama","富山市","Q204266","https://www.wikidata.org/w/index.php?title=Q204266&oldid=2532180270","unresolved"
"jp-toyama","富山","富山市","Q204266","https://www.wikidata.org/w/index.php?title=Q204266&oldid=2532180270","unresolved"
"jp-toyama","Toyama-shi","富山市","Q204266","https://www.wikidata.org/w/index.php?title=Q204266&oldid=2532180270","unresolved"
"jp-tateyama-kurobe","Tateyama Kurobe","立山黒部アルペンルート","Q6425988","https://www.wikidata.org/w/index.php?title=Q6425988&oldid=2493571159","verified"
"jp-tateyama-kurobe","黒部立山アルペンルート","立山黒部アルペンルート","Q6425988","https://www.wikidata.org/w/index.php?title=Q6425988&oldid=2493571159","verified"
"jp-tateyama-kurobe","アルペンルート","立山黒部アルペンルート","Q6425988","https://www.wikidata.org/w/index.php?title=Q6425988&oldid=2493571159","verified"
"jp-tateyama-kurobe","Alpine Route","立山黒部アルペンルート","Q6425988","https://www.wikidata.org/w/index.php?title=Q6425988&oldid=2493571159","verified"
"jp-fukui","Fukui","福井市","Q201618","https://www.wikidata.org/w/index.php?title=Q201618&oldid=2541442748","verified"
"jp-fukui","北ノ庄","福井市","Q201618","https://www.wikidata.org/w/index.php?title=Q201618&oldid=2541442748","verified"
"jp-echizen","Echizen","越前市","Q877941","https://www.wikidata.org/w/index.php?title=Q877941&oldid=2530507887","verified"
"jp-echizen","Etizen","越前市","Q877941","https://www.wikidata.org/w/index.php?title=Q877941&oldid=2530507887","verified"
"jp-nagano","Nagano","長野市","Q128849","https://www.wikidata.org/w/index.php?title=Q128849&oldid=2530451488","verified"
"jp-nagano","長野町","長野市","Q128849","https://www.wikidata.org/w/index.php?title=Q128849&oldid=2530451488","verified"
"jp-nagano","Nagano City","長野市","Q128849","https://www.wikidata.org/w/index.php?title=Q128849&oldid=2530451488","verified"
"jp-hakuba","Hakuba","白馬村","Q1011157","https://www.wikidata.org/w/index.php?title=Q1011157&oldid=2530130894","verified"
"jp-nozawa-onsen","Nozawa Onsen","野沢温泉","Q11645764","https://www.wikidata.org/w/index.php?title=Q11645764&oldid=2448131331","verified"
"jp-yamanouchi","Yamanouchi","山ノ内町","Q1204468","https://www.wikidata.org/w/index.php?title=Q1204468&oldid=2530449959","verified"
"jp-shizuoka","Shizuoka","静岡市","Q174691","https://www.wikidata.org/w/index.php?title=Q174691&oldid=2535720239","verified"
"jp-shizuoka","靜岡市","静岡市","Q174691","https://www.wikidata.org/w/index.php?title=Q174691&oldid=2535720239","verified"
"jp-shizuoka","駿府","静岡市","Q174691","https://www.wikidata.org/w/index.php?title=Q174691&oldid=2535720239","verified"
"jp-shizuoka","府中","静岡市","Q174691","https://www.wikidata.org/w/index.php?title=Q174691&oldid=2535720239","verified"
"jp-shizuoka","静冈市","静岡市","Q174691","https://www.wikidata.org/w/index.php?title=Q174691&oldid=2535720239","verified"
"jp-shizuoka","靜岡","静岡市","Q174691","https://www.wikidata.org/w/index.php?title=Q174691&oldid=2535720239","verified"
"jp-shizuoka","静冈","静岡市","Q174691","https://www.wikidata.org/w/index.php?title=Q174691&oldid=2535720239","verified"
"jp-shizuoka","Sizuoka","静岡市","Q174691","https://www.wikidata.org/w/index.php?title=Q174691&oldid=2535720239","verified"
"jp-izu","Izu","伊豆半島","Q822822","https://www.wikidata.org/w/index.php?title=Q822822&oldid=2464839265","verified"
"jp-izu","伊豆地方","伊豆半島","Q822822","https://www.wikidata.org/w/index.php?title=Q822822&oldid=2464839265","verified"
"jp-atami","Atami","熱海市","Q653364","https://www.wikidata.org/w/index.php?title=Q653364&oldid=2530499523","verified"
"jp-hamamatsu","Hamamatsu","浜松市","Q185125","https://www.wikidata.org/w/index.php?title=Q185125&oldid=2530462164","verified"
"jp-hamamatsu","濱松市","浜松市","Q185125","https://www.wikidata.org/w/index.php?title=Q185125&oldid=2530462164","verified"
"jp-hamamatsu","浜松町","浜松市","Q185125","https://www.wikidata.org/w/index.php?title=Q185125&oldid=2530462164","verified"
"jp-hamamatsu","滨松","浜松市","Q185125","https://www.wikidata.org/w/index.php?title=Q185125&oldid=2530462164","verified"
"jp-gero-onsen","Gero Onsen","下呂温泉","Q11360701","https://www.wikidata.org/w/index.php?title=Q11360701&oldid=2541386053","verified"
"jp-gero-onsen","Gero Hot Springs","下呂温泉","Q11360701","https://www.wikidata.org/w/index.php?title=Q11360701&oldid=2541386053","verified"
"jp-himeji","Himeji","姫路市","Q209801","https://www.wikidata.org/w/index.php?title=Q209801&oldid=2533878219","verified"
"jp-himeji","姬路","姫路市","Q209801","https://www.wikidata.org/w/index.php?title=Q209801&oldid=2533878219","verified"
"jp-himeji","姫路市","姫路市","Q209801","https://www.wikidata.org/w/index.php?title=Q209801&oldid=2533878219","verified"
"jp-koyasan","Koyasan","高野山","Q535065","https://www.wikidata.org/w/index.php?title=Q535065&oldid=2518314627","verified"
"jp-koyasan","Kōyasan","高野山","Q535065","https://www.wikidata.org/w/index.php?title=Q535065&oldid=2518314627","verified"
"jp-koyasan","Kōya-san","高野山","Q535065","https://www.wikidata.org/w/index.php?title=Q535065&oldid=2518314627","verified"
"jp-shirahama","Shirahama","白浜町","Q1202728","https://www.wikidata.org/w/index.php?title=Q1202728&oldid=2530449598","verified"
"jp-shirahama","瀬戸鉛山村","白浜町","Q1202728","https://www.wikidata.org/w/index.php?title=Q1202728&oldid=2530449598","verified"
"jp-shirahama","南紀白濱","白浜町","Q1202728","https://www.wikidata.org/w/index.php?title=Q1202728&oldid=2530449598","verified"
"jp-shirahama","Setokanayama","白浜町","Q1202728","https://www.wikidata.org/w/index.php?title=Q1202728&oldid=2530449598","verified"
"jp-kumano","Kumano","熊野","Q6443450","https://www.wikidata.org/w/index.php?title=Q6443450&oldid=2428025877","unresolved"
"jp-kumano","熊野地方","熊野","Q6443450","https://www.wikidata.org/w/index.php?title=Q6443450&oldid=2428025877","unresolved"
"jp-otsu","Otsu","大津市","Q202907","https://www.wikidata.org/w/index.php?title=Q202907&oldid=2535750476","verified"
"jp-otsu","大津町","大津市","Q202907","https://www.wikidata.org/w/index.php?title=Q202907&oldid=2535750476","verified"
"jp-otsu","大津","大津市","Q202907","https://www.wikidata.org/w/index.php?title=Q202907&oldid=2535750476","verified"
"jp-otsu","Otsu City","大津市","Q202907","https://www.wikidata.org/w/index.php?title=Q202907&oldid=2535750476","verified"
"jp-otsu","Otsu-shi","大津市","Q202907","https://www.wikidata.org/w/index.php?title=Q202907&oldid=2535750476","verified"
"jp-hikone","Hikone","彦根市","Q386635","https://www.wikidata.org/w/index.php?title=Q386635&oldid=2538316372","verified"
"jp-hikone","彦根","彦根市","Q386635","https://www.wikidata.org/w/index.php?title=Q386635&oldid=2538316372","verified"
"jp-hikone","彥根市","彦根市","Q386635","https://www.wikidata.org/w/index.php?title=Q386635&oldid=2538316372","verified"
"jp-hikone","彥根","彦根市","Q386635","https://www.wikidata.org/w/index.php?title=Q386635&oldid=2538316372","verified"
"jp-kinosaki-onsen","Kinosaki Onsen","城崎温泉","Q11426141","https://www.wikidata.org/w/index.php?title=Q11426141&oldid=2495936976","verified"
"jp-okayama","Okayama","岡山市","Q200078","https://www.wikidata.org/w/index.php?title=Q200078&oldid=2530464395","verified"
"jp-okayama","岡山区","岡山市","Q200078","https://www.wikidata.org/w/index.php?title=Q200078&oldid=2530464395","verified"
"jp-kurashiki","Kurashiki","倉敷市","Q467487","https://www.wikidata.org/w/index.php?title=Q467487&oldid=2535059336","verified"
"jp-kurashiki","倉敷","倉敷市","Q467487","https://www.wikidata.org/w/index.php?title=Q467487&oldid=2535059336","verified"
"jp-tottori","Tottori","鳥取市","Q200731","https://www.wikidata.org/w/index.php?title=Q200731&oldid=2538648420","verified"
"jp-tottori","Tottori City","鳥取市","Q200731","https://www.wikidata.org/w/index.php?title=Q200731&oldid=2538648420","verified"
"jp-matsue","Matsue","松江市","Q207321","https://www.wikidata.org/w/index.php?title=Q207321&oldid=2530465716","verified"
"jp-izumo","Izumo","出雲市","Q825166","https://www.wikidata.org/w/index.php?title=Q825166&oldid=2538732812","verified"
"jp-izumo","出雲町","出雲市","Q825166","https://www.wikidata.org/w/index.php?title=Q825166&oldid=2538732812","verified"
"jp-yamaguchi","Yamaguchi","山口市","Q207876","https://www.wikidata.org/w/index.php?title=Q207876&oldid=2541556425","verified"
"jp-yamaguchi","Yamaguti","山口市","Q207876","https://www.wikidata.org/w/index.php?title=Q207876&oldid=2541556425","verified"
"jp-hagi","Hagi","萩市","Q378225","https://www.wikidata.org/w/index.php?title=Q378225&oldid=2539625772","verified"
"jp-hagi","萩町","萩市","Q378225","https://www.wikidata.org/w/index.php?title=Q378225&oldid=2539625772","verified"
"jp-hagi","萩","萩市","Q378225","https://www.wikidata.org/w/index.php?title=Q378225&oldid=2539625772","verified"
"jp-naoshima","Naoshima","直島","Q20267482","https://www.wikidata.org/w/index.php?title=Q20267482&oldid=2462043170","unresolved"
"jp-naoshima","なおしま","直島","Q20267482","https://www.wikidata.org/w/index.php?title=Q20267482&oldid=2462043170","unresolved"
"jp-dogo-onsen","Dogo Onsen","道後温泉","Q1037748","https://www.wikidata.org/w/index.php?title=Q1037748&oldid=2487538752","unresolved"
"jp-dogo-onsen","Dōgo Spa (Japan)","道後温泉","Q1037748","https://www.wikidata.org/w/index.php?title=Q1037748&oldid=2487538752","unresolved"
"jp-dogo-onsen","Dōgo Spa (Matsuyama-shi, Japan)","道後温泉","Q1037748","https://www.wikidata.org/w/index.php?title=Q1037748&oldid=2487538752","unresolved"
"jp-dogo-onsen","Dōgo Hot Spring (Matsuyama-shi, Japan)","道後温泉","Q1037748","https://www.wikidata.org/w/index.php?title=Q1037748&oldid=2487538752","unresolved"
"jp-dogo-onsen","Dōgo Spring (Matsuyama-shi, Japan)","道後温泉","Q1037748","https://www.wikidata.org/w/index.php?title=Q1037748&oldid=2487538752","unresolved"
"jp-tokushima","Tokushima","徳島市","Q207309","https://www.wikidata.org/w/index.php?title=Q207309&oldid=2530465710","verified"
"jp-tokushima","徳島市","徳島市","Q207309","https://www.wikidata.org/w/index.php?title=Q207309&oldid=2530465710","verified"
"jp-tokushima","德島","徳島市","Q207309","https://www.wikidata.org/w/index.php?title=Q207309&oldid=2530465710","verified"
"jp-dazaifu","Dazaifu","太宰府市","Q728218","https://www.wikidata.org/w/index.php?title=Q728218&oldid=2530501323","verified"
"jp-dazaifu","太宰府町","太宰府市","Q728218","https://www.wikidata.org/w/index.php?title=Q728218&oldid=2530501323","verified"
"jp-dazaifu","太宰府村","太宰府市","Q728218","https://www.wikidata.org/w/index.php?title=Q728218&oldid=2530501323","verified"
"jp-dazaifu","Dazaihu","太宰府市","Q728218","https://www.wikidata.org/w/index.php?title=Q728218&oldid=2530501323","verified"
"jp-unzen","Unzen","雲仙市","Q999453","https://www.wikidata.org/w/index.php?title=Q999453&oldid=2530513439","verified"
"jp-takachiho","Takachiho","高千穂町","Q1350939","https://www.wikidata.org/w/index.php?title=Q1350939&oldid=2530453387","verified"
"jp-takachiho","高千穂村","高千穂町","Q1350939","https://www.wikidata.org/w/index.php?title=Q1350939&oldid=2530453387","verified"
"jp-yakushima","Yakushima","屋久島","Q242176","https://www.wikidata.org/w/index.php?title=Q242176&oldid=2532336379","verified"
"jp-yakushima","屋久島杉原始林","屋久島","Q242176","https://www.wikidata.org/w/index.php?title=Q242176&oldid=2532336379","verified"
"jp-yakushima","屋久島スギ原始林","屋久島","Q242176","https://www.wikidata.org/w/index.php?title=Q242176&oldid=2532336379","verified"
"jp-yakushima","Yaku-shima","屋久島","Q242176","https://www.wikidata.org/w/index.php?title=Q242176&oldid=2532336379","verified"
"jp-yakushima","Yaku Island","屋久島","Q242176","https://www.wikidata.org/w/index.php?title=Q242176&oldid=2532336379","verified"
"jp-abashiri","Abashiri","網走市","Q305640","https://www.wikidata.org/w/index.php?title=Q305640&oldid=2534240817","verified"
"jp-abashiri","網走町","網走市","Q305640","https://www.wikidata.org/w/index.php?title=Q305640&oldid=2534240817","verified"
"jp-abashiri","Abasiri","網走市","Q305640","https://www.wikidata.org/w/index.php?title=Q305640&oldid=2534240817","verified"
"jp-kitami","Kitami","北見市","Q265555","https://www.wikidata.org/w/index.php?title=Q265555&oldid=2534240038","verified"
"jp-kitami","野付牛村","北見市","Q265555","https://www.wikidata.org/w/index.php?title=Q265555&oldid=2534240038","verified"
"jp-kitami","野付牛町","北見市","Q265555","https://www.wikidata.org/w/index.php?title=Q265555&oldid=2534240038","verified"
"jp-wakkanai","Wakkanai","稚内市","Q267894","https://www.wikidata.org/w/index.php?title=Q267894&oldid=2534241552","unresolved"
"jp-wakkanai","稚内村","稚内市","Q267894","https://www.wikidata.org/w/index.php?title=Q267894&oldid=2534241552","unresolved"
"jp-wakkanai","稚内町","稚内市","Q267894","https://www.wikidata.org/w/index.php?title=Q267894&oldid=2534241552","unresolved"
"jp-wakkanai","Wakkanai-shi","稚内市","Q267894","https://www.wikidata.org/w/index.php?title=Q267894&oldid=2534241552","unresolved"
"jp-rumoi","Rumoi","留萌市","Q714628","https://www.wikidata.org/w/index.php?title=Q714628&oldid=2534241077","verified"
"jp-rumoi","留萌村","留萌市","Q714628","https://www.wikidata.org/w/index.php?title=Q714628&oldid=2534241077","verified"
"jp-rumoi","留萌町","留萌市","Q714628","https://www.wikidata.org/w/index.php?title=Q714628&oldid=2534241077","verified"
"jp-monbetsu","Monbetsu","紋別市","Q692745","https://www.wikidata.org/w/index.php?title=Q692745&oldid=2534242953","verified"
"jp-monbetsu","Mombetsu","紋別市","Q692745","https://www.wikidata.org/w/index.php?title=Q692745&oldid=2534242953","verified"
"jp-akan-mashu","Akan-Mashu","阿寒摩周国立公園","Q415672","https://www.wikidata.org/w/index.php?title=Q415672&oldid=2499065251","verified"
"jp-akan-mashu","阿寒国家公园","阿寒摩周国立公園","Q415672","https://www.wikidata.org/w/index.php?title=Q415672&oldid=2499065251","verified"
"jp-akan-mashu","阿寒國立公園","阿寒摩周国立公園","Q415672","https://www.wikidata.org/w/index.php?title=Q415672&oldid=2499065251","verified"
"jp-akan-mashu","Akan-Mashu National Park","阿寒摩周国立公園","Q415672","https://www.wikidata.org/w/index.php?title=Q415672&oldid=2499065251","verified"
"jp-lake-shikotsu","Lake Shikotsu","支笏湖","Q1196295","https://www.wikidata.org/w/index.php?title=Q1196295&oldid=2465850409","verified"
"jp-lake-shikotsu","Shikotsu-ko","支笏湖","Q1196295","https://www.wikidata.org/w/index.php?title=Q1196295&oldid=2465850409","verified"
"jp-jozankei","Jozankei","定山渓","Q11452186","https://www.wikidata.org/w/index.php?title=Q11452186&oldid=2526338515","verified"
"jp-yoichi","Yoichi","余市町","Q1348748","https://www.wikidata.org/w/index.php?title=Q1348748&oldid=2534265707","verified"
"jp-shakotan","Shakotan","積丹町","Q1354431","https://www.wikidata.org/w/index.php?title=Q1354431&oldid=2534265239","verified"
"jp-shakotan","积丹町","積丹町","Q1354431","https://www.wikidata.org/w/index.php?title=Q1354431&oldid=2534265239","verified"
"jp-kutchan","Kutchan","倶知安町","Q1204596","https://www.wikidata.org/w/index.php?title=Q1204596&oldid=2534263976","verified"
"jp-rusutsu","Rusutsu","留寿都村","Q1354413","https://www.wikidata.org/w/index.php?title=Q1354413&oldid=2534263479","verified"
"jp-rusutsu","ルスツ","留寿都村","Q1354413","https://www.wikidata.org/w/index.php?title=Q1354413&oldid=2534263479","verified"
"jp-rusutsu","真狩村","留寿都村","Q1354413","https://www.wikidata.org/w/index.php?title=Q1354413&oldid=2534263479","verified"
"jp-tomamu","Tomamu","星野リゾート トマム","Q11513061","https://www.wikidata.org/w/index.php?title=Q11513061&oldid=2467341272","verified"
"jp-tomamu","星野リゾート・トマム","星野リゾート トマム","Q11513061","https://www.wikidata.org/w/index.php?title=Q11513061&oldid=2467341272","verified"
"jp-tomamu","星野TOMAMU度假村","星野リゾート トマム","Q11513061","https://www.wikidata.org/w/index.php?title=Q11513061&oldid=2467341272","verified"
"jp-tomamu","Tomamu渡假村","星野リゾート トマム","Q11513061","https://www.wikidata.org/w/index.php?title=Q11513061&oldid=2467341272","verified"
"jp-tomamu","星野渡假村 苫鵡","星野リゾート トマム","Q11513061","https://www.wikidata.org/w/index.php?title=Q11513061&oldid=2467341272","verified"
"jp-sahoro","Sahoro","サホロリゾート","Q11305052","https://www.wikidata.org/w/index.php?title=Q11305052&oldid=2505897740","verified"
"jp-sahoro","十勝サホロリゾート","サホロリゾート","Q11305052","https://www.wikidata.org/w/index.php?title=Q11305052&oldid=2505897740","verified"
"jp-sahoro","Tokachi Sahoro Resort","サホロリゾート","Q11305052","https://www.wikidata.org/w/index.php?title=Q11305052&oldid=2505897740","verified"
"jp-sahoro","Sahoro Resort Hotel","サホロリゾート","Q11305052","https://www.wikidata.org/w/index.php?title=Q11305052&oldid=2505897740","verified"
"jp-tokachigawa-onsen","Tokachigawa Onsen","十勝川温泉","Q11404905","https://www.wikidata.org/w/index.php?title=Q11404905&oldid=2431638683","verified"
"jp-lake-mashu","Lake Mashu","摩周湖","Q1194619","https://www.wikidata.org/w/index.php?title=Q1194619&oldid=2506098544","unresolved"
"jp-lake-mashu","裏摩周展望台","摩周湖","Q1194619","https://www.wikidata.org/w/index.php?title=Q1194619&oldid=2506098544","unresolved"
"jp-lake-mashu","カムイシュ島","摩周湖","Q1194619","https://www.wikidata.org/w/index.php?title=Q1194619&oldid=2506098544","unresolved"
"jp-lake-mashu","ましゅうこ","摩周湖","Q1194619","https://www.wikidata.org/w/index.php?title=Q1194619&oldid=2506098544","unresolved"
"jp-lake-kussharo","Lake Kussharo","屈斜路湖","Q1329458","https://www.wikidata.org/w/index.php?title=Q1329458&oldid=2471582503","verified"
"jp-lake-kussharo","Kussharo-ko","屈斜路湖","Q1329458","https://www.wikidata.org/w/index.php?title=Q1329458&oldid=2471582503","verified"
"jp-nemuro","Nemuro","根室市","Q502205","https://www.wikidata.org/w/index.php?title=Q502205&oldid=2534243977","verified"
"jp-nemuro","根室梅ヶ枝町","根室市","Q502205","https://www.wikidata.org/w/index.php?title=Q502205&oldid=2534243977","verified"
"jp-rausu","Rausu","羅臼町","Q1208391","https://www.wikidata.org/w/index.php?title=Q1208391&oldid=2530450564","verified"
"jp-rausu","羅臼村","羅臼町","Q1208391","https://www.wikidata.org/w/index.php?title=Q1208391&oldid=2530450564","verified"
"jp-rausu","植別村","羅臼町","Q1208391","https://www.wikidata.org/w/index.php?title=Q1208391&oldid=2530450564","verified"
"jp-matsumae","Matsumae","松前町","Q1374364","https://www.wikidata.org/w/index.php?title=Q1374364&oldid=2534251782","verified"
"jp-matsumae","福山町","松前町","Q1374364","https://www.wikidata.org/w/index.php?title=Q1374364&oldid=2534251782","verified"
"jp-towada","Towada","十和田市","Q646818","https://www.wikidata.org/w/index.php?title=Q646818&oldid=2530499298","verified"
"jp-towada","三本木市","十和田市","Q646818","https://www.wikidata.org/w/index.php?title=Q646818&oldid=2530499298","verified"
"jp-oirase","Oirase","奥入瀬渓流","Q10942580","https://www.wikidata.org/w/index.php?title=Q10942580&oldid=1773170670","unresolved"
"jp-oirase","奥入瀬渓谷","奥入瀬渓流","Q10942580","https://www.wikidata.org/w/index.php?title=Q10942580&oldid=1773170670","unresolved"
"jp-oirase","奧入瀨","奥入瀬渓流","Q10942580","https://www.wikidata.org/w/index.php?title=Q10942580&oldid=1773170670","unresolved"
"jp-oirase","Oirasekeiryu","奥入瀬渓流","Q10942580","https://www.wikidata.org/w/index.php?title=Q10942580&oldid=1773170670","unresolved"
"jp-mutsu","Mutsu","むつ市","Q641992","https://www.wikidata.org/w/index.php?title=Q641992&oldid=2530499205","verified"
"jp-mutsu","大湊田名部市","むつ市","Q641992","https://www.wikidata.org/w/index.php?title=Q641992&oldid=2530499205","verified"
"jp-mutsu","陸奥市","むつ市","Q641992","https://www.wikidata.org/w/index.php?title=Q641992&oldid=2530499205","verified"
"jp-oma","Oma","大間町","Q1362378","https://www.wikidata.org/w/index.php?title=Q1362378&oldid=2530453912","verified"
"jp-oma","大奥村","大間町","Q1362378","https://www.wikidata.org/w/index.php?title=Q1362378&oldid=2530453912","verified"
"jp-oma","Oma-machi","大間町","Q1362378","https://www.wikidata.org/w/index.php?title=Q1362378&oldid=2530453912","verified"
"jp-oma","Ōma","大間町","Q1362378","https://www.wikidata.org/w/index.php?title=Q1362378&oldid=2530453912","verified"
"jp-hanamaki","Hanamaki","花巻市","Q317827","https://www.wikidata.org/w/index.php?title=Q317827&oldid=2530480414","unresolved"
"jp-hanamaki","Hanamaki-shi","花巻市","Q317827","https://www.wikidata.org/w/index.php?title=Q317827&oldid=2530480414","unresolved"
"jp-tono","Tono","遠野市","Q646766","https://www.wikidata.org/w/index.php?title=Q646766&oldid=2530499294","verified"
"jp-tono","拾戸","遠野市","Q646766","https://www.wikidata.org/w/index.php?title=Q646766&oldid=2530499294","verified"
"jp-tono","Tono City","遠野市","Q646766","https://www.wikidata.org/w/index.php?title=Q646766&oldid=2530499294","verified"
"jp-tono","Tono-shi","遠野市","Q646766","https://www.wikidata.org/w/index.php?title=Q646766&oldid=2530499294","verified"
"jp-tono","Tōno","遠野市","Q646766","https://www.wikidata.org/w/index.php?title=Q646766&oldid=2530499294","verified"
"jp-miyako","Miyako","宮古市","Q502981","https://www.wikidata.org/w/index.php?title=Q502981&oldid=2530494340","verified"
"jp-ichinoseki","Ichinoseki","一関市","Q390817","https://www.wikidata.org/w/index.php?title=Q390817&oldid=2537797470","verified"
"jp-ichinoseki","一關","一関市","Q390817","https://www.wikidata.org/w/index.php?title=Q390817&oldid=2537797470","verified"
"jp-ishinomaki","Ishinomaki","石巻市","Q270814","https://www.wikidata.org/w/index.php?title=Q270814&oldid=2538325619","verified"
"jp-ishinomaki","石巻町","石巻市","Q270814","https://www.wikidata.org/w/index.php?title=Q270814&oldid=2538325619","verified"
"jp-kesennuma","Kesennuma","気仙沼市","Q235746","https://www.wikidata.org/w/index.php?title=Q235746&oldid=2530469394","verified"
"jp-shiogama","Shiogama","塩竈市","Q496448","https://www.wikidata.org/w/index.php?title=Q496448&oldid=2530493672","verified"
"jp-shiogama","塩釜市","塩竈市","Q496448","https://www.wikidata.org/w/index.php?title=Q496448&oldid=2530493672","verified"
"jp-shiogama","塩竈町","塩竈市","Q496448","https://www.wikidata.org/w/index.php?title=Q496448&oldid=2530493672","verified"
"jp-shiogama","塩竃市","塩竈市","Q496448","https://www.wikidata.org/w/index.php?title=Q496448&oldid=2530493672","verified"
"jp-shiogama","塩釜町","塩竈市","Q496448","https://www.wikidata.org/w/index.php?title=Q496448&oldid=2530493672","verified"
"jp-shiogama","鹽灶市","塩竈市","Q496448","https://www.wikidata.org/w/index.php?title=Q496448&oldid=2530493672","verified"
"jp-shiogama","鹽釜市","塩竈市","Q496448","https://www.wikidata.org/w/index.php?title=Q496448&oldid=2530493672","verified"
"jp-shiogama","盐灶市","塩竈市","Q496448","https://www.wikidata.org/w/index.php?title=Q496448&oldid=2530493672","verified"
"jp-shiogama","塩竈市","塩竈市","Q496448","https://www.wikidata.org/w/index.php?title=Q496448&oldid=2530493672","verified"
"jp-shiogama","Siogama","塩竈市","Q496448","https://www.wikidata.org/w/index.php?title=Q496448&oldid=2530493672","verified"
"jp-oga","Oga","男鹿市","Q633935","https://www.wikidata.org/w/index.php?title=Q633935&oldid=2530498943","verified"
